requirementId,sourceDocument,sourceLocation,sourceType,module,navigationFamily,canonicalRoute,sectionDeepLink,screenWorkspace,capability,businessPurpose,visibleControlAction,workflowStateTransition,dataEntityFields,rolePermission,clinicTenantScope,sourceSystemOwner,privacySensitivityClass,crossModuleContracts,currentProductionCodePath,currentServicePath,currentEvidence,uiImplementationStatus,domainImplementationStatus,crossModuleIntegrationStatus,evidenceAcceptanceStatus,productionStatus,prototypeDisposition,dispositionReason,targetProgrammeWave,acceptanceTestEvidencePath,finalDesignReferenceOrPattern
brdtab_eb8c3edff837,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,/action-inbox?section=Team Queue — Items owned by the user’s team or clinic.,Team Queue — Items owned by the user’s team or clinic.,Tab: Team Queue — Items owned by the user’s team or clinic.,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Team Queue — Items owned by the user’s team or clinic.,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdtab_6c804a446976,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,/action-inbox?section=Approvals — Submitted records awaiting a decision.,Approvals — Submitted records awaiting a decision.,Tab: Approvals — Submitted records awaiting a decision.,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Approvals — Submitted records awaiting a decision.,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdtab_fe0b0722480f,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,"/action-inbox?section=Exceptions — Blocked, failed, skipped, overdue or mismatched records.","Exceptions — Blocked, failed, skipped, overdue or mismatched records.","Tab: Exceptions — Blocked, failed, skipped, overdue or mismatched records.","Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.","Exceptions — Blocked, failed, skipped, overdue or mismatched records.",,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdtab_acbcc29d08c6,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,/action-inbox?section=Escalations — High-risk or overdue items requiring elevated attention.,Escalations — High-risk or overdue items requiring elevated attention.,Tab: Escalations — High-risk or overdue items requiring elevated attention.,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Escalations — High-risk or overdue items requiring elevated attention.,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdtab_030a6cb5d590,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,/action-inbox?section=Completed — Recently completed decisions and actions with filters.,Completed — Recently completed decisions and actions with filters.,Tab: Completed — Recently completed decisions and actions with filters.,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Completed — Recently completed decisions and actions with filters.,,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdtab_50e4561fee9f,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,"/action-inbox?section=Delegations — Temporary approval cover, acting authority, effective dates and post-delegation review.","Delegations — Temporary approval cover, acting authority, effective dates and post-delegation review.","Tab: Delegations — Temporary approval cover, acting authority, effective dates and post-delegation review.","Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.","Delegations — Temporary approval cover, acting authority, effective dates and post-delegation review.",,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,BRD tab retained in canonical screen register,P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_bfe4510aebf6,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Open Source,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Open Source,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_c27324d6429c,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Approve,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Approve,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_d8c6c4f14f5e,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Reject,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Reject,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_56f7f40548e2,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Request Changes,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Request Changes,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_7750c099ab65,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Reassign,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Reassign,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_2fa19ee5cd2c,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Add Note,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Add Note,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_03617fd2e664,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Snooze,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Snooze,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_68a607f764fc,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Escalate,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Escalate,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_f2e3c9c2492d,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Complete,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Complete,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_b855885a0e7b,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Bulk Assign,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Bulk Assign,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_ccd46b2321e6,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Mark Notification Read,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Mark Notification Read,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
brdbtn_27988f81f05c,public/pulse-html-prototype.html,"{""file"": ""public/pulse-html-prototype.html"", ""startOffset"": 504373, ""endOffset"": 629806, ""startLine"": 2870, ""endLine"": 2870}",brd,M02,Executive,/action-inbox,,Action Inbox & Notification Centre,Named action: Create Delegation,"Prevent important work from being lost in separate module screens or email. Every approval, failed check, overdue action, pay blocker, document review and high-risk alert should enter an owned queue with clear context and next steps.",Create Delegation,service-backed transition required for final claim,,,clinic-scoped-unless-stated,,operational,,,,,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,FUNCTIONALLY-COMPLETE,OWNER-ACCEPTED,NOT-STARTED,ADOPTED-AS-IS,"Named BRD button must map to real action, planned service-backed action, or owner decision",P2,docs/architecture/prototype-parity/,M02 master-detail queue
